Area,Item,Year,GPV (1000 USD),GPV_Const (1000 USD)
Germany,Barley,2011,2249056.0,1462275.0
Germany,Barley,2012,2750229.0,1739785.0
Germany,Barley,2013,2513966.0,1731799.0
Germany,Barley,2014,2334901.0,1935926.0
Germany,Barley,2015,1871011.0,1947160.0
Germany,Barley,2016,1496581.0,1796576.0
Germany,Barley,2017,1667480.0,1817153.0
Germany,"Cereals, primary",2000,4604006.0,7989771.0
Germany,"Cereals, primary",2001,4703635.0,8742378.0
Germany,"Cereals, primary",2002,3906575.0,7676456.0
Germany,"Cereals, primary",2003,4676922.0,7002946.0
Germany,"Cereals, primary",2004,7517982.0,9061668.0
Germany,"Cereals, primary",2005,5413146.0,8186807.0
Germany,"Cereals, primary",2006,5928531.0,7727648.0
Germany,"Cereals, primary",2007,9581812.0,7231603.0
Germany,"Cereals, primary",2008,13103408.0,8923372.0
Germany,"Cereals, primary",2009,7387871.0,8827904.0
Germany,"Cereals, primary",2010,8305133.0,7861721.0
Germany,"Cereals, primary",2011,11721175.0,7514790.0
Germany,"Cereals, primary",2012,12403921.0,8072649.0
Germany,"Cereals, primary",2013,12199628.0,8479190.0
Germany,"Cereals, primary",2014,11175135.0,9274122.0
Germany,"Cereals, primary",2015,8326002.0,8706901.0
Germany,"Cereals, primary",2016,6783799.0,8087314.0
Germany,"Cereals, primary",2017,7550320.0,8138760.0
Germany,"Cereals, primary",2018,7448717.0,6770152.0
Germany,"Cereals, primary",2019,8056675.0,7874544.0
Germany,"Cereals, primary",2020,8022454.0,7687690.0
Germany,"Cereals, primary",2021,10507068.0,7535210.0
Germany,"Cereals, primary",2022,13730302.0,7734814.0
Germany,"Hen eggs in shell, fresh",2000,930616.0,1280146.0
Germany,"Hen eggs in shell, fresh",2001,836757.0,1260255.0
Germany,"Hen eggs in shell, fresh",2002,879763.0,1233260.0
Germany,"Hen eggs in shell, fresh",2003,1243087.0,1172165.0
Germany,"Hen eggs in shell, fresh",2004,1113408.0,1155115.0
Germany,"Hen eggs in shell, fresh",2005,1046027.0,1129541.0
Germany,"Hen eggs in shell, fresh",2006,1273041.0,1131672.0
Germany,"Hen eggs in shell, fresh",2007,1611846.0,1116185.0
Germany,"Hen eggs in shell, fresh",2008,1842439.0,1121869.0
Germany,"Hen eggs in shell, fresh",2009,1683893.0,993144.0
Germany,"Hen eggs in shell, fresh",2010,1662347.0,941142.0
Germany,"Hen eggs in shell, fresh",2011,2121229.0,1111497.0
Germany,"Hen eggs in shell, fresh",2012,1615238.0,1078818.0
Germany,"Hen eggs in shell, fresh",2013,1293693.0,1109365.0
Germany,"Hen eggs in shell, fresh",2014,1241849.0,1117464.0
Germany,"Hen eggs in shell, fresh",2015,1126335.0,1138208.0
Germany,"Hen eggs in shell, fresh",2016,1045359.0,1162646.0
Germany,"Hen eggs in shell, fresh",2017,1517830.0,1173870.0
Germany,"Meat, Total",2000,8447193.0,2062856.1
Germany,"Meat, Total",2001,8750767.0,2121304.3
Germany,"Meat, Total",2002,8241811.0,2105645.6
Germany,"Meat, Total",2003,9839986.0,2088609.85
Germany,"Meat, Total",2004,12126388.0,2152864.45
Germany,"Meat, Total",2005,12399078.0,2132666.85
Germany,"Meat, Total",2006,13391592.0,2171434.55
Germany,"Meat, Total",2007,14355254.0,2259604.3
Germany,"Meat, Total",2008,17847882.0,2329696.4
Germany,"Meat, Total",2009,15951425.0,2359967.8
Germany,"Meat, Total",2010,15755703.0,2427704.75
Germany,"Meat, Total",2011,18406662.0,2444849.3
Germany,"Meat, Total",2012,4150099.888888889,2381845.3
Germany,"Meat, Total",2013,4239991.111111111,2370037.8
Germany,"Meat, Total",2014,3977859.111111111,2406523.8
Germany,"Meat, Total",2015,2733592.4545454546,2407786.05
Germany,"Meat, Total",2016,2766166.909090909,2389831.6
Germany,"Meat, Total",2017,2937284.5454545454,2353459.6
Germany,"Meat, Total",2018,14347591.0,14639667.0
Germany,"Meat, Total",2019,14594963.0,14419568.0
Germany,"Meat, Total",2020,14098782.0,14453557.0
Germany,"Meat, Total",2021,14148867.0,14282532.0
Germany,"Meat, Total",2022,14977419.0,13266231.0
Germany,"Milk, Total",2000,8242341.0,10701069.0
Germany,"Milk, Total",2001,8713603.0,10648176.0
Germany,"Milk, Total",2002,8271597.0,10530659.0
Germany,"Milk, Total",2003,9094036.0,10782363.0
Germany,"Milk, Total",2004,9797182.0,10672742.0
Germany,"Milk, Total",2005,9778711.0,10750908.0
Germany,"Milk, Total",2006,9635449.0,10578033.0
Germany,"Milk, Total",2007,13040757.0,10732864.0
Germany,"Milk, Total",2008,14207216.0,10829495.0
Germany,"Milk, Total",2009,9779818.0,11023939.0
Germany,"Milk, Total",2010,12108436.0,11190721.0
Germany,"Milk, Total",2011,14707839.0,11458490.0
Germany,"Milk, Total",2012,12790074.0,11590229.0
Germany,"Milk, Total",2013,15831501.0,11833004.0
Germany,"Milk, Total",2014,16288494.0,12235603.0
Germany,"Milk, Total",2015,10747012.0,12344121.0
Germany,"Milk, Total",2016,9847006.0,12337373.0
Germany,"Milk, Total",2017,12939363.0,12308141.0
Germany,"Milk, Total",2018,13805627.0,12491313.0
Germany,"Milk, Total",2019,12751124.0,12488622.0
Germany,"Milk, Total",2020,13088977.0,12520831.0
Germany,"Milk, Total",2021,14009059.0,12272442.0
Germany,"Milk, Total",2022,18315053.0,12231754.0
Germany,Raw milk of cattle,2000,8235067.0,10687165.0
Germany,Raw milk of cattle,2001,8705884.0,10634273.0
Germany,Raw milk of cattle,2002,8263174.0,10514859.0
Germany,Raw milk of cattle,2003,9081711.0,10763403.0
Germany,Raw milk of cattle,2004,9784306.0,10654541.0
Germany,Raw milk of cattle,2005,9766216.0,10733086.0
Germany,Raw milk of cattle,2006,9623171.0,10560337.0
Germany,Raw milk of cattle,2007,13023445.0,10714158.0
Germany,Raw milk of cattle,2008,14187512.0,10809777.0
Germany,Raw milk of cattle,2009,9764443.0,11001188.0
Germany,Raw milk of cattle,2010,12092943.0,11171921.0
Germany,Raw milk of cattle,2011,14688699.0,11438685.0
Germany,Raw milk of cattle,2012,12767945.0,11570219.0
Germany,Raw milk of cattle,2013,15808868.0,11816200.0
Germany,Raw milk of cattle,2014,16267888.0,12220103.0
Germany,Raw milk of cattle,2015,10734130.0,12329348.0
Germany,Raw milk of cattle,2016,9836911.0,12324734.0
Germany,Raw milk of cattle,2017,12925775.0,12296766.0
Germany,Wheat,2000,2308480.0,4030431.0
Germany,Wheat,2001,2274402.0,4257157.0
Germany,Wheat,2002,1978724.0,3880594.0
Germany,Wheat,2003,2391173.0,3590184.0
Germany,Wheat,2004,3914793.0,4739837.0
Germany,Wheat,2005,2917022.0,4416510.0
Germany,Wheat,2006,3123193.0,4180741.0
Germany,Wheat,2007,4988932.0,3882521.0
Germany,Wheat,2008,7080523.0,4844478.0
Germany,Wheat,2009,3954898.0,4696057.0
Germany,Wheat,2010,4729419.0,4433334.0
Germany,Wheat,2011,6564487.0,4246879.0
Germany,Wheat,2012,6305276.0,4177274.0
Germany,Wheat,2013,6745349.0,4663762.0
Germany,Wheat,2014,6238127.0,5179292.0
Germany,Wheat,2015,4772036.0,4949041.0
Germany,Wheat,2016,3791068.0,4560249.0
Germany,Wheat,2017,4176117.0,4563567.0
Hungary,Barley,2000,88979.0,139886.0
Hungary,Barley,2001,116750.0,201810.0
Hungary,Barley,2002,102443.0,162467.0
Hungary,Barley,2003,97208.0,125855.0
Hungary,Barley,2004,167250.0,219553.0
Hungary,Barley,2005,126881.0,184926.0
Hungary,Barley,2006,128947.0,167015.0
Hungary,Barley,2007,209922.0,158111.0
Hungary,Barley,2008,307299.0,227894.0
Hungary,Barley,2009,140463.0,165265.0
Hungary,Barley,2010,133059.0,146614.0
Hungary,Barley,2011,244628.0,153477.0
Hungary,Barley,2012,242328.0,154737.0
Hungary,Barley,2013,221041.0,164972.0
Hungary,Barley,2014,236565.0,198015.0
Hungary,Barley,2015,211240.0,218808.0
Hungary,Barley,2016,208003.0,247650.0
Hungary,Barley,2017,186532.0,220022.0
Hungary,"Cereals, primary",2000,944523.0,1657565.0
Hungary,"Cereals, primary",2001,1122323.0,2473349.0
Hungary,"Cereals, primary",2002,1004606.0,1924132.0
Hungary,"Cereals, primary",2003,1157028.0,1443575.0
Hungary,"Cereals, primary",2004,1946509.0,2767822.0
Hungary,"Cereals, primary",2005,1747718.0,2660957.0
Hungary,"Cereals, primary",2006,1788155.0,2371814.0
Hungary,"Cereals, primary",2007,2297257.0,1596923.0
Hungary,"Cereals, primary",2008,3331294.0,2768338.0
Hungary,"Cereals, primary",2009,1956694.0,2231669.0
Hungary,"Cereals, primary",2010,2194926.0,2011268.0
Hungary,"Cereals, primary",2011,3373167.0,2240705.0
Hungary,"Cereals, primary",2012,2671451.0,1713171.0
Hungary,"Cereals, primary",2013,2923698.0,2241030.0
Hungary,"Cereals, primary",2014,3137057.0,2723355.0
Hungary,"Cereals, primary",2015,2265361.0,2329724.0
Hungary,"Cereals, primary",2016,2391989.0,2733151.0
Hungary,"Cereals, primary",2017,2184486.0,2311272.0
Hungary,"Cereals, primary",2018,2583754.0,2449087.0
Hungary,"Cereals, primary",2019,2496177.0,2571969.0
Hungary,"Cereals, primary",2020,2571145.0,2553236.0
Hungary,"Cereals, primary",2021,3258733.0,2302201.0
Hungary,"Cereals, primary",2022,2926691.0,1504412.0
Hungary,"Hen eggs in shell, fresh",2000,140619.0,224483.0
Hungary,"Hen eggs in shell, fresh",2001,162008.0,230092.0
Hungary,"Hen eggs in shell, fresh",2002,202150.0,240249.0
Hungary,"Hen eggs in shell, fresh",2003,212484.0,242776.0
Hungary,"Hen eggs in shell, fresh",2004,270861.0,230866.0
Hungary,"Hen eggs in shell, fresh",2005,239398.0,209577.0
Hungary,"Hen eggs in shell, fresh",2006,246015.0,209037.0
Hungary,"Hen eggs in shell, fresh",2007,251574.0,201033.0
Hungary,"Hen eggs in shell, fresh",2008,300218.0,203568.0
Hungary,"Hen eggs in shell, fresh",2009,278382.0,198474.0
Hungary,"Hen eggs in shell, fresh",2010,244937.0,193232.0
Hungary,"Hen eggs in shell, fresh",2011,234507.0,173829.0
Hungary,"Hen eggs in shell, fresh",2012,262498.0,170500.0
Hungary,"Hen eggs in shell, fresh",2013,207812.0,174572.0
Hungary,"Hen eggs in shell, fresh",2014,195623.0,171113.0
Hungary,"Hen eggs in shell, fresh",2015,175105.0,180652.0
Hungary,"Hen eggs in shell, fresh",2016,158603.0,178716.0
Hungary,"Hen eggs in shell, fresh",2017,203606.0,172603.0
Hungary,"Meat, Total",2000,1194487.0,375350.64705882355
Hungary,"Meat, Total",2001,1398748.0,310261.5789473684
Hungary,"Meat, Total",2002,1431294.0,364597.1176470588
Hungary,"Meat, Total",2003,1354136.0,332959.23529411765
Hungary,"Meat, Total",2004,1571870.0,283263.1052631579
Hungary,"Meat, Total",2005,1443081.0,257422.57894736843
Hungary,"Meat, Total",2006,1398651.0,250881.8947368421
Hungary,"Meat, Total",2007,1612386.0,253457.94736842104
Hungary,"Meat, Total",2008,1976682.0,247380.15789473685
Hungary,"Meat, Total",2009,1630466.0,243661.94736842104
Hungary,"Meat, Total",2010,1425790.0,229304.84210526315
Hungary,"Meat, Total",2011,1792259.0,237669.94736842104
Hungary,"Meat, Total",2012,1734220.0,231589.47368421053
Hungary,"Meat, Total",2013,1713720.0,219462.8947368421
Hungary,"Meat, Total",2014,1812268.0,241806.8947368421
Hungary,"Meat, Total",2015,1481071.0,257762.47368421053
Hungary,"Meat, Total",2016,1461953.0,266206.36842105264
Hungary,"Meat, Total",2017,1489584.0,256264.7894736842
Hungary,"Meat, Total",2018,1575832.0,1685165.0
Hungary,"Meat, Total",2019,1459963.0,1699842.0
Hungary,"Meat, Total",2020,1295811.0,1617818.0
Hungary,"Meat, Total",2021,1499254.0,1704167.0
Hungary,"Meat, Total",2022,1105012.0,1590393.0
Hungary,"Milk, Total",2000,481407.0,730539.0
Hungary,"Milk, Total",2001,515757.0,730978.0
Hungary,"Milk, Total",2002,600034.0,725948.0
Hungary,"Milk, Total",2003,651170.0,692929.0
Hungary,"Milk, Total",2004,590862.0,645404.0
Hungary,"Milk, Total",2005,624418.0,657055.0
Hungary,"Milk, Total",2006,562063.0,627530.0
Hungary,"Milk, Total",2007,731787.0,626610.0
Hungary,"Milk, Total",2008,884944.0,625588.0
Hungary,"Milk, Total",2009,533850.0,597324.0
Hungary,"Milk, Total",2010,584301.0,572905.0
Hungary,"Milk, Total",2011,747476.0,582115.0
Hungary,"Milk, Total",2012,711061.0,616193.0
Hungary,"Milk, Total",2013,788934.0,602571.0
Hungary,"Milk, Total",2014,851711.0,636083.0
Hungary,"Milk, Total",2015,572874.0,659655.0
Hungary,"Milk, Total",2016,516610.0,651830.0
Hungary,"Milk, Total",2017,693973.0,668591.0
Hungary,"Milk, Total",2018,701459.0,662063.0
Hungary,"Milk, Total",2019,693332.0,666679.0
Hungary,"Milk, Total",2020,698595.0,684174.0
Hungary,"Milk, Total",2021,786982.0,706499.0
Hungary,"Milk, Total",2022,948164.0,692899.0
Hungary,Raw milk of cattle,2000,478432.0,725860.0
Hungary,Raw milk of cattle,2001,512278.0,725609.0
Hungary,Raw milk of cattle,2002,596629.0,721416.0
Hungary,Raw milk of cattle,2003,648349.0,689856.0
Hungary,Raw milk of cattle,2004,587783.0,641750.0
Hungary,Raw milk of cattle,2005,621116.0,653314.0
Hungary,Raw milk of cattle,2006,559472.0,624636.0
Hungary,Raw milk of cattle,2007,729135.0,624012.0
Hungary,Raw milk of cattle,2008,882277.0,623422.0
Hungary,Raw milk of cattle,2009,532388.0,595554.0
Hungary,Raw milk of cattle,2010,582304.0,570718.0
Hungary,Raw milk of cattle,2011,745065.0,580060.0
Hungary,Raw milk of cattle,2012,708810.0,614059.0
Hungary,Raw milk of cattle,2013,786460.0,600480.0
Hungary,Raw milk of cattle,2014,849255.0,634056.0
Hungary,Raw milk of cattle,2015,570953.0,657577.0
Hungary,Raw milk of cattle,2016,514820.0,649755.0
Hungary,Raw milk of cattle,2017,691623.0,666442.0
Hungary,Wheat,2000,363490.0,645125.0
Hungary,Wheat,2001,415882.0,907945.0
Hungary,Wheat,2002,345936.0,683173.0
Hungary,Wheat,2003,396132.0,513876.0
Hungary,Wheat,2004,693991.0,1049474.0
Hungary,Wheat,2005,521563.0,888982.0
Hungary,Wheat,2006,547451.0,764588.0
Hungary,Wheat,2007,949750.0,696532.0
Hungary,Wheat,2008,1311742.0,983784.0
Hungary,Wheat,2009,652407.0,772088.0
Hungary,Wheat,2010,706752.0,654336.0
Hungary,Wheat,2011,1045221.0,717549.0
Hungary,Wheat,2012,1076675.0,700775.0
Hungary,Wheat,2013,1079791.0,883754.0
Hungary,Wheat,2014,1094651.0,919324.0
Hungary,Wheat,2015,928587.0,931473.0
Hungary,Wheat,2016,795288.0,978953.0
Hungary,Wheat,2017,834444.0,916593.0
India,Barley,2000,169036.0,374916.0
India,Barley,2001,156896.0,370667.0
India,Barley,2002,162845.0,369086.0
India,Barley,2003,177106.0,364656.0
India,Barley,2004,189080.0,336207.0
India,Barley,2005,210326.0,312758.0
India,Barley,2006,220733.0,316256.0
India,Barley,2007,1993701.0,344602.0
India,Barley,2008,271852.0,310919.0
India,Barley,2009,1993701.0,437644.0
India,Barley,2010,1993701.0,351001.0
India,Barley,2011,1993701.0,430856.0
India,Barley,2012,1993701.0,419740.0
India,Barley,2013,1993701.0,453423.0
India,Barley,2014,1993701.0,474151.0
India,Barley,2015,1993701.0,417927.0
India,Barley,2016,1993701.0,373102.0
India,Barley,2017,1993701.0,452762.0
India,Barley,2018,1993701.0,461406.0
India,Barley,2019,1993701.0,423127.0
India,Barley,2020,1993701.0,446124.0
India,Barley,2021,1993701.0,429156.0
India,Barley,2022,1993701.0,355318.0
India,"Cereals, primary",2000,31592380.0,84874765.0
India,"Cereals, primary",2001,30654690.0,88965743.0
India,"Cereals, primary",2002,26381483.0,74048206.0
India,"Cereals, primary",2003,31913840.0,85741104.0
India,"Cereals, primary",2004,41240449.0,82865955.0
India,"Cereals, primary",2005,45358764.0,87747765.0
India,"Cereals, primary",2006,55206280.0,88730041.0
India,"Cereals, primary",2007,75862175.0,94244483.0
India,"Cereals, primary",2008,84447791.0,96583667.0
India,"Cereals, primary",2009,78534201.0,90463454.0
India,"Cereals, primary",2010,103918804.0,96048207.0
India,"Cereals, primary",2011,120148321.0,103936445.0
India,"Cereals, primary",2012,115698817.0,105611613.0
India,"Cereals, primary",2013,101810868.0,106527807.0
India,"Cereals, primary",2014,106043882.0,106614084.0
India,"Cereals, primary",2015,103549055.0,103207738.0
India,"Cereals, primary",2016,107592914.0,107373742.0
India,"Cereals, primary",2017,121785632.0,112338993.0
India,"Cereals, primary",2018,119302100.0,115895358.0
India,"Cereals, primary",2019,118759461.0,117660284.0
India,"Cereals, primary",2020,120090532.0,123531677.0
India,"Cereals, primary",2021,150029837.0,128205757.0
India,"Cereals, primary",2022,153889478.0,128520864.0
India,"Hen eggs in shell, fresh",2000,1993701.0,2064052.0
India,"Hen eggs in shell, fresh",2001,1993701.0,2181708.0
India,"Hen eggs in shell, fresh",2002,1993701.0,2243579.0
India,"Hen eggs in shell, fresh",2003,1993701.0,2276036.0
India,"Hen eggs in shell, fresh",2004,1993701.0,2546847.0
India,"Hen eggs in shell, fresh",2005,1993701.0,2604661.0
India,"Hen eggs in shell, fresh",2006,1993701.0,2854173.0
India,"Hen eggs in shell, fresh",2007,1993701.0,2989072.0
India,"Hen eggs in shell, fresh",2008,1993701.0,3090499.0
India,"Hen eggs in shell, fresh",2009,1993701.0,3276112.0
India,"Hen eggs in shell, fresh",2010,1993701.0,3426326.0
India,"Hen eggs in shell, fresh",2011,1993701.0,3515826.0
India,"Hen eggs in shell, fresh",2012,1993701.0,3707179.0
India,"Hen eggs in shell, fresh",2013,1993701.0,3889957.0
India,"Hen eggs in shell, fresh",2014,1993701.0,4170054.0
India,"Hen eggs in shell, fresh",2015,1993701.0,4378244.0
India,"Hen eggs in shell, fresh",2016,1993701.0,4626113.0
India,"Hen eggs in shell, fresh",2017,1993701.0,4916703.0
India,"Hen eggs in shell, fresh",2018,1993701.0,5311698.0
India,"Hen eggs in shell, fresh",2019,1993701.0,6380882.0
India,"Hen eggs in shell, fresh",2020,1993701.0,6808506.0
India,"Hen eggs in shell, fresh",2021,1993701.0,6805793.0
India,"Hen eggs in shell, fresh",2022,1993701.0,6665060.0
India,"Meat, Total",2000,3359371.0,1891649.8
India,"Meat, Total",2001,3448367.0,1934510.4
India,"Meat, Total",2002,3583941.0,2035925.0
India,"Meat, Total",2003,4223459.0,2116695.8
India,"Meat, Total",2004,4810360.0,2194519.0
India,"Meat, Total",2005,5626929.0,2277485.6
India,"Meat, Total",2006,6123587.0,2372796.8
India,"Meat, Total",2007,8953218.0,2535570.2
India,"Meat, Total",2008,8682885.0,2594915.8
India,"Meat, Total",2009,9079118.0,2690357.6
India,"Meat, Total",2010,12656692.0,2927162.2
India,"Meat, Total",2011,14515035.0,3088117.8
India,"Meat, Total",2012,14416586.0,3196464.6
India,"Meat, Total",2013,13144380.0,3305809.6
India,"Meat, Total",2014,14300169.0,3425009.4
India,"Meat, Total",2015,15219892.0,3611952.2
India,"Meat, Total",2016,15857996.0,3763297.4
India,"Meat, Total",2017,18224070.0,3976827.2
India,"Meat, Total",2018,18199830.0,4159619.4
India,"Meat, Total",2019,20028648.0,4333800.4
India,"Meat, Total",2020,19368094.0,4351883.0
India,"Meat, Total",2021,22078349.0,4479117.8
India,"Meat, Total",2022,22406855.0,4645681.0
India,"Milk, Total",2000,19767293.0,39004344.0
India,"Milk, Total",2001,20071360.0,40831051.0
India,"Milk, Total",2002,20120829.0,41534141.0
India,"Milk, Total",2003,23315033.0,42521508.0
India,"Milk, Total",2004,26678764.0,44664227.0
India,"Milk, Total",2005,31285868.0,46815839.0
India,"Milk, Total",2006,33989751.0,49068954.0
India,"Milk, Total",2007,49029386.0,52553427.0
India,"Milk, Total",2008,47654936.0,54503349.0
India,"Milk, Total",2009,49074680.0,56529055.0
India,"Milk, Total",2010,63986166.0,59139969.0
India,"Milk, Total",2011,71750116.0,62068708.0
India,"Milk, Total",2012,70405079.0,64266804.0
India,"Milk, Total",2013,63872838.0,66832088.0
India,"Milk, Total",2014,70628715.0,71008487.0
India,"Milk, Total",2015,75325436.0,75077148.0
India,"Milk, Total",2016,79899917.0,79737161.0
India,"Milk, Total",2017,92113992.0,84968917.0
India,"Milk, Total",2018,93271288.0,90607866.0
India,"Milk, Total",2019,102921798.0,95647264.0
India,"Milk, Total",2020,95734240.0,100390301.0
India,"Milk, Total",2021,117667157.0,106458599.0
India,"Milk, Total",2022,113684491.0,102485280.0
India,Raw milk of cattle,2000,1993701.0,13831434.0
India,Raw milk of cattle,2001,1993701.0,14481323.0
India,Raw milk of cattle,2002,1993701.0,14521600.0
India,Raw milk of cattle,2003,1993701.0,14673059.0
India,Raw milk of cattle,2004,1993701.0,15667821.0
India,Raw milk of cattle,2005,1993701.0,16681044.0
India,Raw milk of cattle,2006,1993701.0,17648955.0
India,Raw milk of cattle,2007,1993701.0,19644353.0
India,Raw milk of cattle,2008,1993701.0,20897980.0
India,Raw milk of cattle,2009,1993701.0,21900714.0
India,Raw milk of cattle,2010,1993701.0,23034769.0
India,Raw milk of cattle,2011,1993701.0,24237630.0
India,Raw milk of cattle,2012,1993701.0,25091526.0
India,Raw milk of cattle,2013,1993701.0,26094102.0
India,Raw milk of cattle,2014,1993701.0,27868218.0
India,Raw milk of cattle,2015,1993701.0,30898212.0
India,Raw milk of cattle,2016,1993701.0,32766691.0
India,Raw milk of cattle,2017,1993701.0,35088792.0
India,Raw milk of cattle,2018,1993701.0,37690034.0
India,Raw milk of cattle,2019,1993701.0,40548599.0
India,Raw milk of cattle,2020,1993701.0,45440485.0
India,Raw milk of cattle,2021,1993701.0,45454051.0
India,Raw milk of cattle,2022,1993701.0,45467603.0
India,Wheat,2000,11298592.0,21682745.0
India,Wheat,2001,9723139.0,19783880.0
India,Wheat,2002,10127791.0,20659893.0
India,Wheat,2003,9853539.0,18670882.0
India,Wheat,2004,11311501.0,20486672.0
India,Wheat,2005,12936732.0,19487467.0
India,Wheat,2006,13593218.0,19691209.0
India,Wheat,2007,18333604.0,21523127.0
India,Wheat,2008,19504753.0,22307742.0
India,Wheat,2009,1993701.0,22906588.0
India,Wheat,2010,1993701.0,22941851.0
India,Wheat,2011,1993701.0,24665366.0
India,Wheat,2012,1993701.0,26938439.0
India,Wheat,2013,1993701.0,26549467.0
India,Wheat,2014,1993701.0,27213843.0
India,Wheat,2015,1993701.0,24567698.0
India,Wheat,2016,1993701.0,26203083.0
India,Wheat,2017,1993701.0,27969135.0
India,Wheat,2018,1993701.0,28355069.0
India,Wheat,2019,1993701.0,29413161.0
India,Wheat,2020,1993701.0,30623881.0
India,Wheat,2021,1993701.0,31113926.0
India,Wheat,2022,1993701.0,30590253.0
Ireland,Barley,2000,122589.0,335243.0
Ireland,Barley,2001,118998.0,326874.0
Ireland,Barley,2002,85171.0,246409.0
Ireland,Barley,2003,147347.0,306527.0
Ireland,Barley,2004,161419.0,339517.0
Ireland,Barley,2005,126123.0,262175.0
Ireland,Barley,2006,156892.0,290967.0
Ireland,Barley,2007,283203.0,287793.0
Ireland,Barley,2008,246423.0,331199.0
Ireland,Barley,2009,136405.0,314103.0
Ireland,Barley,2010,255027.0,313028.0
Ireland,Barley,2011,373434.0,361373.0
Ireland,Barley,2012,343869.0,322651.0
Ireland,Barley,2013,365268.0,425560.0
Ireland,Barley,2014,1993701.0,443066.0
Ireland,Barley,2015,1993701.0,445113.0
Ireland,Barley,2016,1993701.0,378751.0
Ireland,Barley,2017,1993701.0,385382.0
Ireland,"Cereals, primary",2000,205075.0,495363.0
Ireland,"Cereals, primary",2001,210995.0,491628.0
Ireland,"Cereals, primary",2002,176822.0,431881.0
Ireland,"Cereals, primary",2003,274298.0,482562.0
Ireland,"Cereals, primary",2004,318298.0,557753.0
Ireland,"Cereals, primary",2005,247086.0,433044.0
Ireland,"Cereals, primary",2006,304041.0,466965.0
Ireland,"Cereals, primary",2007,523100.0,450358.0
Ireland,"Cereals, primary",2008,479919.0,547007.0
Ireland,"Cereals, primary",2009,260550.0,468600.0
Ireland,"Cereals, primary",2010,425707.0,464112.0
Ireland,"Cereals, primary",2011,624109.0,564272.0
Ireland,"Cereals, primary",2012,587911.0,482187.0
Ireland,"Cereals, primary",2013,517063.0,561031.0
Ireland,"Cereals, primary",2014,755648.0,603013.0
Ireland,"Cereals, primary",2015,488651.0,609649.0
Ireland,"Cereals, primary",2016,502502.0,531641.0
Ireland,"Cereals, primary",2017,652143.0,548379.0
Ireland,"Cereals, primary",2018,591714.0,413306.0
Ireland,"Cereals, primary",2019,694364.0,523090.0
Ireland,"Cereals, primary",2020,505812.0,444110.0
Ireland,"Cereals, primary",2021,862520.0,542364.0
Ireland,"Cereals, primary",2022,694809.0,568007.0
Ireland,"Hen eggs in shell, fresh",2000,26061.0,60824.0
Ireland,"Hen eggs in shell, fresh",2001,25150.0,58897.0
Ireland,"Hen eggs in shell, fresh",2002,28036.0,62431.0
Ireland,"Hen eggs in shell, fresh",2003,37078.0,59861.0
Ireland,"Hen eggs in shell, fresh",2004,36855.0,59861.0
Ireland,"Hen eggs in shell, fresh",2005,42545.0,70451.0
Ireland,"Hen eggs in shell, fresh",2006,43522.0,71578.0
Ireland,"Hen eggs in shell, fresh",2007,48942.0,63500.0
Ireland,"Hen eggs in shell, fresh",2008,71254.0,77402.0
Ireland,"Hen eggs in shell, fresh",2009,60329.0,78153.0
Ireland,"Hen eggs in shell, fresh",2010,59867.0,84541.0
Ireland,"Hen eggs in shell, fresh",2011,80431.0,86420.0
Ireland,"Hen eggs in shell, fresh",2012,84793.0,87359.0
Ireland,"Hen eggs in shell, fresh",2013,90895.0,88298.0
Ireland,"Hen eggs in shell, fresh",2014,1993701.0,90177.0
Ireland,"Hen eggs in shell, fresh",2015,1993701.0,92901.0
Ireland,"Hen eggs in shell, fresh",2016,1993701.0,97222.0
Ireland,"Hen eggs in shell, fresh",2017,1993701.0,101543.0
Ireland,"Meat, Total",2000,2147477.0,1345255.888888889
Ireland,"Meat, Total",2001,2149913.0,1349763.3333333333
Ireland,"Meat, Total",2002,2079013.0,1258146.2222222222
Ireland,"Meat, Total",2003,2622790.0,1286125.7777777778
Ireland,"Meat, Total",2004,3047557.0,1277753.7777777778
Ireland,"Meat, Total",2005,2824539.0,1255433.111111111
Ireland,"Meat, Total",2006,2936584.0,1237304.3333333333
Ireland,"Meat, Total",2007,3281974.0,1291376.4444444445
Ireland,"Meat, Total",2008,3610565.0,1208476.4444444445
Ireland,"Meat, Total",2009,3032439.0,1165124.6666666667
Ireland,"Meat, Total",2010,3300298.0,1241794.3333333333
Ireland,"Meat, Total",2011,4150974.0,1245476.4444444445
Ireland,"Meat, Total",2012,3987755.0,1177785.2222222222
Ireland,"Meat, Total",2013,4184509.0,1220733.0
Ireland,"Meat, Total",2014,4445622.0,1338812.111111111
Ireland,"Meat, Total",2015,3933554.0,1335714.888888889
Ireland,"Meat, Total",2016,3883280.0,1386056.111111111
Ireland,"Meat, Total",2017,4279481.0,1472551.7777777778
Ireland,"Meat, Total",2018,4288166.0,4509244.0
Ireland,"Meat, Total",2019,4133765.0,4498955.0
Ireland,"Meat, Total",2020,4358387.0,4590417.0
Ireland,"Meat, Total",2021,4541091.0,4451635.0
Ireland,"Meat, Total",2022,4184945.0,4541795.0
Ireland,"Milk, Total",2000,1291725.0,1801214.0
Ireland,"Milk, Total",2001,1375868.0,1878715.0
Ireland,"Milk, Total",2002,1333665.0,1873898.0
Ireland,"Milk, Total",2003,1552287.0,1853700.0
